,IDSong,F0525,F1152,ORIGINAL-TEXTURE-Musical Layers (Mean),F1166,F0133,F0136,F0507,ORIGINAL-TEXTURE-Musical Layers (Std),F0404,ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Mean),F0945,F1151,F1497,F0529,ORIGINAL-TEXTURE-State Transitions ML1 -> ML0 (Per Sec),F0151,F1194,F0121,F0927,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Higher Notes Coverage (C4+),F0438,F1489,F0247,F0021,F0246,F1089,F0469,ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Max),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Kurtosis),F0772,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato to Non Vibrato Notes Ratio,F0909,F1071,F0466,F1077,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Min),F0010,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Kurtosis),F0437,F0013,F0526,VOICE-TEXTURE-State Transitions ML0 -> ML1 (Per Sec),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Std),F0778,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Std),F0109,F1550,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Kurtosis),ORIGINAL-TEXTURE-Musical Layers (Max),F1065,ORIGINAL-TEXTURE-ML1-Monophonic Texture (Percentage),F0946,F1475,F0113,F0753,F1053,F0407,F1059,F0110,ORIGINAL-TEXTURE-State Transitions ML2 -> ML3 (Per Sec),F0770,F1441,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Direction (Up),F0958,F0911,F0406,F0917,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Skewness),ORIGINAL-EXPRESSIVE_TECHNIQUES-ART-Other Notes Duration (Mean),F0155,F0891,ORIGINAL-TEXTURE-State Transitions ML1 -> ML2 (Per Sec),F1537,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Extent (Std),F0116,F1483,F1096,F0776,ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Min),F1419,F1090,F1486,F1469,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Higher Notes Coverage (C4+),F1455,ORIGINAL-VAT-Probability of Creaky Voice (Skewness),F0897,F0251,F1574,F0011,F0905,F0899,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Length (Std),F0328,F1101,F0782,F0923,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Slope (Std),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Class
390,MT0006903607,3.0011,33.975,1.5042,1368700,0.22805,2.1145,0.21423,0.7479,0.091238,5489.5,0.51902,30.284,-0.8185,5.4028,0.2993,0.027433,2.7814,362.16,0.50944,17.05,0.42123,0.53566,0.10204,0.065915,5.7521,0.43139,4.4559,0.2412,6557.4,2.5984,0.033233,1.7916,0.21053,0.54949,3.8907,0.053375,3.9298,5007.7,70.499,1.707,4.0841,505.86,0.77799,1.0314,0.96194,0.034963,498.19,0.06402,0.17004,3.5948,4,3.9889,0.50637,0.15793,0.11394,0.32172,0.18434,3.1066,0.61935,3.6595,0.59918,0.93117,0.3917,-3.7744,0.66667,0.12451,-0.49794,1.8055,-0.090608,0.10949,0.35946,0.7457,0.52793,1.8956,0.010553,269.2,0.35006,1.2594,1.8213,0.54084,4534.0,0.12421,2.0152,0.87724,-3.0323,0.61862,-3.8528,-0.38358,0.55432,0.19403,-1.7535,0.6222,-0.48973,-0.36877,0.18238,0.60857,4.5648,0.71434,0.013488,801.47,-46.48437,96.086075,-28.658678,51.92027,-15.088978,21.421988,-18.040144,11.252501,-10.504178,8.406001,-6.8850384,9.343008,-13.678632,7.4986305,-10.471219,5.4096775,-12.733128,4.876097,-4.82922,1.8375444,-9.64102,2.2150533,-4.525135,6.1841555,-6.9911957,-0.3373982,-5.174072,1.5224587,-3.2372956,-1.2514776,-4.9391656,1.6585183,-4.0398054,1.3910434,-0.71422136,0.93939245,-1.3623682,-1.3024094,-1.9504261,0.34514937,Q2
391,MT0006919273,5.1223,13.08,2.6739,476220,0.61896,3.7414,0.12592,1.3958,0.10421,4140.6,0.40457,12.759,3.1951,8.5103,0.26605,0.050845,4.8896,602.52,0.39571,20.821,0.084427,0.94807,0.19427,0.055612,0.93639,0.34486,5.1864,0.49221,5418.2,1.4871,0.05436,2.2036,0.14286,0.43927,4.5903,0.072382,4.699,3278.9,117.38,1.8443,5.528,1216.1,1.5402,0.89832,0.99407,0.067043,973.17,0.12133,0.31059,1.659,7,4.3127,0.20367,0.1699,0.083395,0.12724,0.16499,3.4191,1.2562,3.7311,0.91449,1.0974,0.3116,0.10943,0.25,0.16191,0.1886,3.0377,0.14538,-0.64445,0.59743,0.67972,0.52518,0.93117,0.0,191.97,2.5867,1.1588,3.012,0.47314,3295.7,0.2009,2.1104,2.1472,-0.95547,0.15849,0.0013538,-0.6273,0.50653,0.23704,-0.43792,2.3755,-0.057797,-0.072789,0.15872,0.85657,5.8727,0.56364,0.23861,1618.3,-213.55536,115.12317,-14.201558,34.52176,3.5829113,20.20035,-11.117153,8.577059,-9.438049,0.6605747,-6.152698,4.3162284,-6.973205,2.2569048,-7.0230274,5.2512846,-3.955206,-3.23178,-5.8668857,0.67991865,-7.8641725,-0.86197835,-6.52013,0.0883525,-3.934982,-1.6414235,-3.9051614,-5.6248655,-0.67464626,-0.03825679,-1.229415,2.3458517,-1.9647299,-0.33271194,-3.0474222,-1.9254946,1.1546082,-1.7472045,-0.55324244,-5.0322747,Q3
392,MT0006919878,3.0276,28.836,1.3629,1506400,0.22586,1.8131,0.24074,0.76306,0.099855,5770.7,0.51783,27.436,0.5968,4.9764,0.33217,0.025828,2.6795,413.76,0.52309,0.0,0.5441,0.52224,0.13711,0.017256,5.145,0.46967,4.3324,0.18077,6901.1,0.0,0.033123,0.0,0.034483,0.56468,3.7735,0.058113,3.8791,5420.8,188.89,0.0,6.4209,824.65,0.67915,0.99655,0.0,0.023677,0.0,0.067226,0.17343,0.0,4,3.674,0.54975,0.13296,0.13084,0.31327,0.19174,2.9781,0.52991,3.1803,0.069275,0.89687,0.40004,-2.4094,0.5,0.1267,-0.083888,1.8735,-0.14489,0.0,0.20451,0.75855,0.58861,1.993,0.012187,263.75,0.57359,2.0377,1.3606,0.58234,5154.9,0.22164,1.5117,1.4158,-3.1478,1.0,-3.7965,-1.798,0.55974,0.3283,-1.4665,0.66295,-0.22723,-0.11709,0.11493,0.56373,5.0965,0.75299,0.022772,2050.1,-66.22597,96.264786,-30.012197,47.878696,-12.494913,13.516137,-14.157599,15.268661,-13.054597,18.066608,-10.483068,8.723295,-12.076953,12.588423,-10.584964,3.2951112,-8.436391,9.9343405,-10.063602,-1.2703463,-6.498896,-0.9105322,-9.529752,-1.4662435,-6.5150647,-0.89225495,-5.64202,-3.6660736,-4.876615,-1.0453914,-5.1276164,-4.684962,-4.2823887,-0.8553779,2.6576178,-1.0878816,-2.338472,-0.47465903,-2.8907416,-3.147538,Q2
393,MT0006939177,3.0986,21.715,1.3541,583350,0.62488,6.4588,0.14573,0.79176,0.15248,5602.5,0.46917,20.935,1.0313,8.7046,1.1972,0.073094,3.8888,625.1,0.45005,0.0,0.48525,0.55211,0.4605,0.035097,2.2741,0.41293,4.8216,0.34619,6543.6,0.0,0.059652,0.0,0.029412,0.46397,4.2421,0.092656,4.2003,5631.4,162.78,0.0,5.2647,1565.1,1.2633,1.9963,0.0,0.044677,0.0,0.14001,0.24029,0.0,4,3.8923,0.49421,0.14862,0.12906,0.044724,0.17092,3.3499,1.1343,3.5583,-0.028353,1.0974,0.30247,-0.64024,0.0,0.14755,0.089258,3.9704,0.018155,0.0,0.22168,0.50935,0.466,2.6272,0.0025255,53.02,1.5818,2.0044,2.0706,0.45916,5082.4,0.19428,1.8293,3.1839,-0.38673,1.0,-0.84415,-0.91896,0.42271,0.28193,-0.73468,1.9366,0.098887,0.24212,0.014609,0.60621,5.2285,0.63786,-0.069351,1129.3,-142.90181,96.279854,-29.149128,34.300457,2.2083676,22.890882,-6.0490117,17.208044,0.1633461,20.147526,2.560475,10.487417,-6.352438,7.2513957,-2.602659,5.734938,-6.6900654,7.045521,1.8716035,5.561604,-1.3247519,4.649694,-3.8757691,-3.086948,-3.9649947,-3.8187096,-5.144094,-3.5905225,-3.5790472,-3.493343,-3.394633,-1.9767992,-3.0527523,-3.8009608,-2.0946348,-3.1624744,-2.1331787,-1.0329705,-0.58668417,-0.12231907,Q2
394,MT0006955716,6.38,10.291,2.0077,259430,0.73024,4.7928,0.096146,1.0943,0.11728,4166.6,0.46682,13.288,1.9264,12.181,0.59861,0.059715,7.4241,587.89,0.47921,15.169,0.0,1.3441,0.24503,0.062542,1.4046,0.3147,4.7629,0.58445,4714.6,2.0301,0.065987,1.5758,0.38889,0.42707,3.9712,0.11665,4.0495,3794.2,142.24,7.3779,5.6793,1797.4,1.9231,0.89832,0.88402,0.055865,193.75,0.12169,0.24138,2.7713,6,4.0434,0.31313,0.15668,0.083456,0.070986,0.1443,3.3889,1.4467,4.2435,1.2424,0.99768,0.25351,-0.24276,0.2,0.18187,0.23711,3.1583,0.32654,2.2377,1.1122,0.59777,0.45782,1.0309,0.0023214,30.655,1.6064,1.5683,3.03,0.35482,3350.0,0.1909,1.8402,1.7949,-0.93285,0.0,-0.12121,-0.47263,0.46937,0.15907,-0.6518,4.2468,0.24706,0.18517,0.049869,0.77518,5.505,0.59266,0.041056,891.76,-223.4221,128.67928,-0.16435358,29.08426,4.491208,11.634835,-0.3326493,24.296574,-14.085056,11.305897,-8.072095,5.9753814,-1.4549211,10.368541,-9.088171,4.1332726,-6.228235,-0.48161894,-2.9064581,2.6544058,-7.1791224,2.4605389,-0.46958518,2.8595316,0.78328747,1.9167976,-3.141521,0.06986268,-3.9339128,1.357425,1.2400881,1.7377609,-1.4406084,-0.4500853,0.9091677,2.8878906,4.932528,3.5246203,3.365132,-0.4474945,Q4
395,MT0006983241,3.6541,19.128,2.0181,1032200,0.5749,2.9255,0.23262,1.1743,0.13796,5328.0,0.34874,16.953,1.1442,7.6332,0.69837,0.049858,2.4638,626.76,0.32939,15.206,0.49386,0.84943,0.16059,0.081185,2.0066,0.38188,6.16,0.40871,6466.3,1.7511,0.063321,1.4541,0.24561,0.36101,5.1181,0.066544,5.6141,4789.7,168.01,2.3143,5.3919,1638.4,1.568,1.6636,0.97393,0.078865,355.21,0.12034,0.24635,2.088,7,4.4522,0.29421,0.19599,0.08885,0.21665,0.20937,3.885,1.319,3.8578,0.26621,1.9621,0.36077,-0.37227,0.64286,0.19492,0.29576,3.9711,0.33489,0.64575,0.51001,0.65909,0.45017,2.0286,0.0002964,141.94,0.94224,2.2559,3.1635,0.43556,4874.2,0.2247,2.6829,1.03,-0.9517,0.77657,-0.37527,-1.1796,0.36389,0.14006,-0.57612,2.3767,0.35382,0.44498,0.037925,0.87584,7.5634,0.57527,0.42236,1462.3,-175.68759,93.51409,-28.664717,36.643154,-21.62915,18.234158,-17.245129,9.47059,-3.8428783,8.2329,-12.210686,9.570452,-8.425037,8.014523,-2.865141,6.2355905,0.028730404,4.2669106,-2.6476934,2.4950511,-1.5035856,5.214065,-1.2191243,2.3496025,-0.8095953,0.1448771,-0.32502678,-3.573025,-2.577925,2.3492792,3.9846375,0.17985167,-3.6058862,-2.1214643,-0.48611838,-0.29165506,-0.2621993,-0.2750679,-2.901327,-1.9929978,Q4
396,MT0006996768,4.424,19.461,2.072,973500,0.47234,2.8414,0.19823,1.1101,0.08368,5121.6,0.45963,16.906,0.5457,8.3094,0.73163,0.037998,2.8069,470.45,0.45276,16.525,0.41051,0.90203,0.11635,0.052633,3.3108,0.4097,5.1086,0.32769,6224.3,1.8973,0.0544,1.4588,0.12195,0.46604,4.3266,0.056772,4.6191,4575.5,243.22,1.7894,6.3123,1839.7,1.448,0.89832,0.49905,0.043794,471.32,0.11254,0.18655,2.4419,7,5.0926,0.2666,0.15831,0.096903,0.1815,0.20279,3.5728,1.1916,4.5536,-0.14587,2.0619,0.33661,-0.7901,0.57143,0.14805,0.17074,3.6039,0.85739,-0.14005,0.25581,0.70959,0.59359,1.9288,0.0018238,101.21,0.82142,2.0055,2.4698,0.44532,4553.8,0.17565,2.1741,1.0242,-1.2311,0.29187,-0.99736,-1.3299,0.55017,0.21224,-0.73628,1.1555,-0.0064115,-0.078081,0.039493,0.58145,5.2743,0.63741,0.76454,828.96,-137.04573,105.5127,-34.13135,27.12942,-14.894617,8.318501,-20.625443,4.774766,-14.763723,11.599346,-15.55092,7.414651,-18.5961,2.9656153,-9.5745125,6.291348,-5.05222,-2.697288,-7.7079453,1.6719859,-4.274855,1.5291008,-6.5314937,1.1414626,0.9243114,2.5445569,-1.8828803,-5.880423,-1.7866844,1.6305137,0.48323724,-3.2612267,-4.602011,-1.9057451,2.9106953,1.4398421,3.0729833,-4.718913,-3.417279,-2.5006888,Q1
397,MT0007013069,4.8368,21.678,2.6425,661490,0.45347,3.1316,0.16808,1.0158,0.090375,5309.1,0.4324,22.279,0.80858,7.9878,0.066512,0.037805,2.9962,538.49,0.39964,18.472,0.37647,0.77059,0.13347,0.038525,2.4413,0.43378,5.3581,0.33038,6169.0,1.5,0.046006,1.5,0.066667,0.50568,4.5812,0.063417,5.1368,5422.5,115.26,1.5,5.019,1474.7,1.0553,0.83178,0.63132,0.04553,162.92,0.090104,0.19757,1.5,6,4.2036,0.1195,0.16873,0.087919,0.19132,0.20375,3.1864,0.85064,3.4533,0.68206,2.1616,0.35481,-0.43118,1.0,0.16075,-0.10421,2.485,-0.019792,0.66547,0.31176,0.6932,0.55736,1.164,0.0078016,0.0,1.1283,1.0773,2.4635,0.45254,3977.5,0.15728,2.3725,1.1902,-1.4401,1.0,-0.51779,-2.2484,0.51395,0.29846,-0.82124,3.9689,0.057597,0.024951,0.0,0.83656,6.9604,0.64599,0.22441,0.0,-91.89927,123.322105,-37.22335,28.792559,-17.707415,10.021707,-9.600546,11.126694,-16.160355,14.726713,-12.562014,3.9396749,-9.374425,-0.9979872,-5.5361004,2.9282176,-3.2907355,4.367731,-2.8492124,2.0157282,-2.4349203,-1.0549839,-7.0469823,-3.5121973,-6.8492413,-5.941846,-7.884579,-4.526397,-5.3718405,-3.6142015,-4.546015,-5.8312206,-6.539567,-2.6484432,-1.2081138,-2.1576602,-3.5042598,-0.12012841,1.4852018,-4.883309,Q1
398,MT0007039041,5.419,15.437,2.6467,355240,0.81219,4.4962,0.11249,1.2687,0.1261,3571.8,0.41089,17.464,1.995,10.415,0.36581,0.066187,5.4881,721.85,0.33548,10.405,0.0,0.96375,0.23286,0.053574,1.2374,0.38938,5.352,0.44068,4506.0,1.6365,0.066093,2.1934,0.21277,0.45528,5.1189,0.073866,4.7062,3481.9,146.82,3.0598,5.456,1590.3,1.8099,1.0647,1.1573,0.061438,197.45,0.14842,0.26268,2.4099,7,4.3902,0.14093,0.16625,0.089202,0.096132,0.14667,3.5226,1.5882,3.8992,0.93733,1.7958,0.28674,0.60909,0.66667,0.17522,0.013243,3.5861,0.1279,1.0746,0.31679,0.60752,0.50625,1.2637,0.002312,62.577,2.9776,1.2641,2.8848,0.42076,3174.2,0.208,2.0886,1.8061,-0.20822,0.0,0.26877,-0.58181,0.50735,0.24357,-0.33748,3.0264,-0.046213,0.13528,0.058599,0.872,6.7025,0.56006,0.6066,1616.1,-167.09862,120.974106,-6.331171,38.038338,10.309375,18.316671,-3.4376225,12.456431,-11.533165,13.307113,-5.904685,0.6294453,-4.2695017,9.008409,-3.0624127,4.64612,-5.462666,1.7125916,-1.1247004,-0.025242208,-5.7805877,-0.03989073,-3.409527,0.9134251,-2.8655405,1.3844713,-3.2495987,-2.6580327,-1.9243153,-4.14314,-0.036997437,2.0352764,-0.19030876,-2.5248277,-2.543136,-3.8681965,-1.0005871,-2.8995373,-2.604056,-1.4053583,Q4
399,MT0007043504,2.5422,22.977,1.2249,813670,0.66984,5.3843,0.20545,0.80174,0.22268,5664.6,0.5034,22.355,1.3336,7.1169,1.6295,0.094173,4.8439,761.72,0.47786,1.2798,0.50864,0.51607,0.33821,0.041123,2.1069,0.43161,4.3714,0.30162,6826.3,1.5,0.051838,1.5,0.10714,0.53871,4.0786,0.074021,4.0732,4828.1,271.32,1.5,5.3167,4018.7,1.1713,1.9963,1.0506,0.053857,301.9,0.16808,0.2528,1.5,4,3.8042,0.51216,0.14678,0.1118,0.05295,0.16091,3.0051,1.0463,3.2801,-0.035871,0.86465,0.31799,-0.1535,0.0,0.14689,-0.21781,4.5421,-0.23278,-0.2948,0.2351,0.41116,0.51505,2.0286,0.004275,63.873,1.3652,4.0936,2.0312,0.47329,5083.7,0.26812,1.7433,2.5114,-0.46301,1.0,-0.73026,-0.87413,0.46978,0.26168,-0.50063,7.3404,-0.21271,0.051397,0.032992,0.58798,4.9246,0.64769,-0.19136,424.86,-165.05255,77.59323,-11.914626,36.419533,-2.368964,26.743786,-3.237017,15.507025,1.3780224,15.645488,-2.6966581,15.512455,-6.966216,6.0199623,-6.7364445,2.533974,-8.456828,6.8387246,-0.2019274,6.6714163,-2.981079,2.4048839,-5.240192,0.09681374,-4.796873,-2.0388558,-5.545811,-0.7912348,-2.867184,-0.18880649,-4.158044,-4.199234,-4.44398,-0.45662186,-0.8620498,-0.3241175,-0.7645427,-1.4933856,-0.41937044,-1.0527754,Q2
400,MT0007043936,5.2761,15.989,3.478,547770,0.58776,3.6207,0.10281,1.2807,0.071183,4691.1,0.40535,16.99,2.4982,8.6841,0.068563,0.052432,5.059,557.2,0.35756,11.581,0.041881,0.78292,0.20486,0.047211,1.3791,0.41956,5.4386,0.34815,5974.7,3.6524,0.051427,2.0962,0.12281,0.48277,4.6597,0.0622,4.8056,3773.5,146.61,1.2398,5.3206,1408.2,1.2517,0.48011,1.0939,0.051697,478.47,0.090047,0.21787,1.2445,7,4.3074,0.058109,0.14568,0.099273,0.16419,0.15501,3.1434,1.1014,3.9149,0.58332,1.3027,0.35852,0.61186,0.4,0.15357,0.10983,2.8733,0.36426,0.14171,0.45027,0.64472,0.47542,0.85704,0.0081166,40.381,2.1209,0.96385,2.6142,0.46529,4216.9,0.16471,2.0855,1.77,-0.13017,0.12168,0.24174,-0.079254,0.42031,0.27913,-0.39124,3.9432,0.12333,0.36515,0.013364,0.94545,6.3277,0.65835,0.42327,1862.0,-160.74576,112.228775,-11.790752,36.557423,-1.3280939,14.460456,-12.089612,1.9239362,-19.586525,2.8524334,-12.125659,2.884324,-16.150845,3.0212822,-9.373633,-0.048872348,-12.261274,-3.756985,-1.1955093,-1.5647802,-10.465934,-5.1851206,-11.209016,-9.775045,-9.574192,-5.3175445,-4.360494,0.25435108,-0.1917152,-0.8936818,-11.091416,-4.1138167,2.0596526,3.7783685,-2.6041973,-4.0409064,-1.9014609,-3.3131454,-4.511079,-4.151116,Q3
401,MT0007053424,4.7876,23.756,2.706,511070,0.51629,3.7793,0.11351,1.3681,0.066987,5659.4,0.3531,21.617,0.95953,8.7323,0.19954,0.044607,4.6207,432.51,0.39091,17.222,0.36988,1.0429,0.20754,0.039167,2.5751,0.42851,5.8817,0.33883,6238.5,2.1965,0.042956,3.4081,0.2766,0.45689,4.6297,0.063282,5.158,4181.7,104.93,2.817,5.1767,947.75,1.3697,1.3974,0.81764,0.045637,687.5,0.11947,0.25003,4.7937,8,4.2598,0.18649,0.18244,0.083661,0.12238,0.16339,3.5464,0.99321,3.9229,0.40423,1.8291,0.37696,-0.14141,0.8,0.16372,0.0145,2.4129,0.21195,1.1836,0.53116,0.64132,0.454,1.5298,0.0065787,42.17,1.3055,1.4707,3.0994,0.46402,4410.9,0.14166,2.3269,1.3459,-1.785,0.83525,-0.44355,-0.34167,0.51267,0.23858,-1.0162,1.5746,-0.048384,-0.073066,0.032176,0.70994,5.4206,0.63669,0.077417,827.49,-111.1451,122.58159,-14.565151,45.26036,-6.2589264,20.572443,-16.74176,4.8017373,-11.832604,11.864134,-5.221319,12.714753,-1.8292968,9.247477,-10.055554,5.1398597,-5.8337708,2.8028767,-4.282393,1.6302271,-6.332259,0.45714796,1.2961334,3.6592362,0.06109089,-2.0934908,-3.4844565,-4.9171143,-6.2640324,-4.9293895,-4.8667955,-2.2079597,-0.77777284,0.61987966,0.16827665,-0.7206996,1.0686593,0.45217696,-1.8668481,-4.8330736,Q4
402,MT0007057303,3.4578,29.739,1.3357,1699700,0.98299,5.5679,0.24,0.9229,0.2576,5242.9,0.44878,29.754,1.3477,9.6749,1.3635,0.10146,4.2238,1288.1,0.41519,12.159,0.45743,0.71415,0.3653,0.056251,3.0767,0.41214,4.9465,0.63944,6758.5,1.9153,0.079641,2.9304,0.31818,0.40857,4.5928,0.07673,4.497,4226.8,266.66,3.3047,5.1065,2562.2,2.318,1.7301,1.0216,0.067919,351.22,0.20286,0.32077,2.2959,5,4.1032,0.48147,0.17213,0.093061,0.046038,0.16805,3.708,2.1464,3.7049,-0.095911,1.0642,0.24982,-0.13948,0.16667,0.17401,0.25631,5.4543,0.13335,0.90017,0.23671,0.45034,0.36654,1.8956,0.0061008,98.371,0.79896,3.1407,2.4262,0.39913,4267.0,0.37509,2.0561,2.3967,-0.079277,0.7962,-0.61813,-0.081512,0.32145,0.20869,-0.51493,3.2908,0.53377,0.74322,0.049074,0.70389,5.7027,0.67486,0.073394,730.03,-110.657265,61.589188,3.462374,24.736092,-3.767392,6.7842784,-5.702829,18.240585,-8.004514,18.069883,-11.744126,11.901357,-11.465717,7.5216365,-10.419284,7.212132,-6.7793164,4.4335785,-6.846506,8.161988,-6.4781957,9.708488,-1.4517008,12.890299,1.7283256,8.12921,-1.4959935,2.5334928,-4.178756,-4.2657123,-6.518857,-2.3119953,0.8826864,4.043218,-0.5376658,-0.9696259,-3.218894,-2.4651475,-5.113345,-5.868255,Q1
403,MT0007064420,5.0714,15.992,2.4929,333080,0.83554,4.5003,0.11294,1.3138,0.10512,4115.9,0.37728,14.347,2.0329,9.8547,0.23279,0.071053,5.637,758.68,0.40518,16.042,0.12146,1.2633,0.36435,0.062501,1.6052,0.37674,5.8529,0.52241,5307.7,2.2483,0.074711,4.8578,0.2,0.4822,4.6626,0.097505,4.8071,3748.7,119.75,2.7241,5.9197,1185.9,1.7816,1.231,0.91758,0.070907,812.74,0.15538,0.27843,3.7848,8,4.318,0.17278,0.18931,0.090397,0.07216,0.14258,3.2922,1.276,3.6228,0.94986,1.7958,0.29975,0.37466,0.64286,0.18426,0.091652,3.3804,0.018424,0.58581,0.34144,0.46597,0.51912,1.297,0.004175,112.68,1.528,1.5528,3.3257,0.43772,3264.4,0.27738,2.5514,1.9923,-0.68414,0.20571,0.40326,-0.29562,0.5127,0.21884,-0.24504,2.1793,0.083351,-0.026061,0.13087,0.73396,6.2073,0.61818,0.094593,1070.7,-197.3262,115.234726,-0.6109609,36.61667,-0.83778423,19.379234,-11.774211,8.860534,-8.759709,5.3481345,-5.332379,5.056953,-7.0971293,1.5841929,-6.932865,1.386295,-5.170688,-1.3186061,-4.00369,-1.7673204,-6.7906823,-0.14639841,-3.8326428,-0.72622824,-2.9696794,-2.1877468,-2.305705,-5.605205,-3.8169086,-4.050554,-3.7626498,0.05962555,-3.156924,-2.9308257,-0.6082754,-3.2259603,0.08412784,-0.5277521,-0.050692927,-1.4044294,Q4
404,MT0007067293,3.4391,34.615,2.0243,2733000,0.46852,1.9984,0.32676,0.95192,0.2604,5249.1,0.45513,35.436,0.40536,5.9733,0.2993,0.039684,3.1524,720.68,0.45357,7.9653,0.49636,0.61255,0.10935,0.030509,4.381,0.44643,4.8638,0.27592,5761.7,1.5,0.04813,1.5,0.065217,0.4959,4.2538,0.042276,4.3545,5076.1,133.85,1.5,4.8266,1778.3,1.1314,1.2643,1.5078,0.046598,265.47,0.11359,0.17867,1.5,5,3.8277,0.28012,0.15684,0.088407,0.27131,0.18838,3.3566,0.97667,3.5061,0.73085,2.0619,0.339,-1.3085,0.6,0.16799,-0.064958,2.5316,-0.045265,0.68567,0.33088,0.72833,0.52942,2.2614,0.011757,107.96,0.23772,1.9948,2.1987,0.52382,4329.6,0.25762,1.9628,1.0596,-1.4532,0.68182,-1.1499,-1.3245,0.48754,0.33107,-1.1024,4.9484,-0.041549,0.03633,0.053927,0.64109,6.0203,0.71612,0.037939,2108.6,-33.48663,76.892845,-1.1196983,26.928167,-13.57723,14.670002,-11.592282,11.006625,-19.123154,10.52683,-14.519616,7.1674166,-12.168863,4.6152782,-10.582135,4.853854,-9.329714,8.486771,-7.214399,5.4457965,-4.818158,3.9993095,-4.826268,5.547206,-7.6984715,-0.74982065,-7.8748612,-0.6755852,-4.2835493,-0.32006124,-6.963666,0.9154478,-2.1017945,3.0011616,-1.6094975,-1.4205945,-3.9682448,-1.2457712,-4.8346143,-1.4307404,Q1
405,MT0007087238,5.4821,9.7431,3.5015,477230,0.58455,4.9225,0.13146,1.3597,0.054758,5674.9,0.22713,10.028,0.65514,11.43,0.033256,0.046852,2.9686,429.76,0.22887,12.812,0.2944,1.3777,0.15796,0.070078,2.7757,0.38523,7.7616,0.3797,6225.7,1.8599,0.054866,2.6107,0.23256,0.30294,5.5449,0.057197,5.5829,4708.7,89.86,7.2503,5.9946,683.98,1.5272,0.43253,1.0035,0.076329,413.48,0.10002,0.32721,2.7894,6,5.4091,0.090154,0.16146,0.10291,0.073956,0.21256,3.9407,0.82736,4.7129,0.21784,0.79814,0.27904,-0.84471,0.5,0.15971,0.63274,2.5732,1.0008,2.3841,0.52111,0.59366,0.47844,0.43233,0.0,24.043,0.49964,1.4369,3.0089,0.39405,5023.1,0.16696,3.2092,1.6046,-0.95939,0.55499,-0.81125,-1.541,0.37109,0.17503,-0.77652,1.0274,0.60596,0.35186,0.0041047,0.9604,7.6572,0.57556,1.2218,575.21,-219.9429,123.04047,-22.777227,21.207777,-13.848593,15.120479,-9.351348,22.52144,-16.03399,2.5295212,-4.204383,6.3816195,-3.1101103,4.5426435,-2.1296358,5.407482,-3.7526217,-1.6167171,-0.10582888,5.4003935,3.0145648,2.0901232,-4.074605,-3.00296,-0.3591071,-3.940055,-2.2847953,0.91237634,5.673971,-0.41403592,-11.317655,-10.097026,-0.93839854,4.4378037,-0.4292045,-1.8492388,-1.4369826,-3.7524688,-5.4288793,-4.8390684,Q4
